# Automatically generated
# duptype id depth size device inode priority name
DUPTYPE_WITHIN_SAME_TREE -10065 10 1900 78 12720053 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/sinon/lib/sinon/log_error.c2d654820b7a.js
DUPTYPE_WITHIN_SAME_TREE -10065 10 1900 78 12715626 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/sinon/lib/sinon/log_error.js
DUPTYPE_WITHIN_SAME_TREE -10065 9 1900 78 12590867 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/sinon/lib/sinon/log_error.c2d654820b7a.js
DUPTYPE_WITHIN_SAME_TREE -10065 6 1900 78 12720866 5 /openedx/staticfiles/studio/js/bower/sinon/lib/sinon/log_error.c2d654820b7a.js
DUPTYPE_WITHIN_SAME_TREE -10065 6 1900 78 12714942 5 /openedx/staticfiles/studio/js/bower/sinon/lib/sinon/log_error.js
DUPTYPE_WITHIN_SAME_TREE -10065 5 1900 78 12587443 5 /openedx/staticfiles/js/bower/sinon/lib/sinon/log_error.js
DUPTYPE_WITHIN_SAME_TREE -10065 9 1900 78 12588427 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/sinon/lib/sinon/log_error.js
DUPTYPE_FIRST_OCCURRENCE 1363 1 1903 78 12463705 5 /openedx/staticfiles/templates/static_pdfbook.27e1dfc72af7.html
DUPTYPE_WITHIN_SAME_TREE -1363 1 1903 78 12454076 5 /openedx/staticfiles/templates/static_pdfbook.html
DUPTYPE_FIRST_OCCURRENCE 8155 4 1904 78 12462038 5 /openedx/staticfiles/studio-frontend/src/data/reducers/utils.test.a0cdc1f963a8.js
DUPTYPE_WITHIN_SAME_TREE -8155 4 1904 78 12455755 5 /openedx/staticfiles/studio-frontend/src/data/reducers/utils.test.js
DUPTYPE_FIRST_OCCURRENCE 9759 5 1904 78 12591553 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/ajax/load.0e36f3129801.js
DUPTYPE_WITHIN_SAME_TREE -9759 5 1904 78 12585987 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/ajax/load.js
DUPTYPE_FIRST_OCCURRENCE 1531 2 1906 78 12463441 5 /openedx/staticfiles/certificates/images/demo-sig2.3cec11dc40ed.png
DUPTYPE_WITHIN_SAME_TREE -1531 2 1906 78 12455485 5 /openedx/staticfiles/certificates/images/demo-sig2.png
DUPTYPE_FIRST_OCCURRENCE 8033 4 1912 78 12462009 5 /openedx/staticfiles/studio-frontend/src/components/BackendStatusBanner/index.63a037c235d2.jsx
DUPTYPE_WITHIN_SAME_TREE -8033 4 1912 78 12455709 5 /openedx/staticfiles/studio-frontend/src/components/BackendStatusBanner/index.jsx
DUPTYPE_FIRST_OCCURRENCE 12135 5 1915 78 12592177 5 /openedx/staticfiles/xblock/resources/acid/static/js/jquery.ajaxq-0.0.1.f236be79d74e.js
DUPTYPE_WITHIN_SAME_TREE -12135 6 1915 78 12715834 5 /openedx/staticfiles/studio/xblock/resources/acid/static/js/jquery.ajaxq-0.0.1.js
DUPTYPE_WITHIN_SAME_TREE -12135 6 1915 78 12720992 5 /openedx/staticfiles/studio/xblock/resources/acid/static/js/jquery.ajaxq-0.0.1.f236be79d74e.js
DUPTYPE_WITHIN_SAME_TREE -12135 5 1915 78 12588629 5 /openedx/staticfiles/xblock/resources/acid/static/js/jquery.ajaxq-0.0.1.js
DUPTYPE_FIRST_OCCURRENCE 12299 5 1915 78 12592194 5 /openedx/staticfiles/xblock/resources/rate/static/html/studio_view.8ef84350457c.html
DUPTYPE_WITHIN_SAME_TREE -12299 6 1915 78 12720972 5 /openedx/staticfiles/studio/xblock/resources/rate/static/html/studio_view.8ef84350457c.html
DUPTYPE_WITHIN_SAME_TREE -12299 5 1915 78 12588667 5 /openedx/staticfiles/xblock/resources/rate/static/html/studio_view.html
DUPTYPE_WITHIN_SAME_TREE -12299 6 1915 78 12715544 5 /openedx/staticfiles/studio/xblock/resources/rate/static/html/studio_view.html
DUPTYPE_FIRST_OCCURRENCE 3221 2 1916 78 12462984 5 /openedx/staticfiles/support/templates/certificates_results.47f0c8a392dd.underscore
DUPTYPE_WITHIN_SAME_TREE -3221 2 1916 78 12453965 5 /openedx/staticfiles/support/templates/certificates_results.underscore
DUPTYPE_FIRST_OCCURRENCE 14913 7 1919 78 12460895 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/classes/ui/ElementPath.8fc67885e661.js
DUPTYPE_WITHIN_SAME_TREE -14913 8 1919 78 12593239 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/classes/ui/ElementPath.8fc67885e661.js
DUPTYPE_WITHIN_SAME_TREE -14913 8 1919 78 12589065 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/classes/ui/ElementPath.js
DUPTYPE_WITHIN_SAME_TREE -14913 7 1919 78 12452622 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/classes/ui/ElementPath.js
DUPTYPE_FIRST_OCCURRENCE 6945 4 1920 78 12453335 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/CNS-EUC-V.bcmap
DUPTYPE_WITHIN_SAME_TREE -6945 5 1920 78 12593592 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/CNS-EUC-V.dfc3bd3ebe7c.bcmap
DUPTYPE_WITHIN_SAME_TREE -6945 4 1920 78 12461642 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/CNS-EUC-V.dfc3bd3ebe7c.bcmap
DUPTYPE_WITHIN_SAME_TREE -6945 5 1920 78 12589778 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/CNS-EUC-V.bcmap
DUPTYPE_FIRST_OCCURRENCE 3853 2 1922 78 12592775 5 /openedx/staticfiles/vendor/jsme/license.ac6d7b5ef11f.txt
DUPTYPE_WITHIN_SAME_TREE -3853 3 1922 78 12714504 5 /openedx/staticfiles/studio/vendor/jsme/license.txt
DUPTYPE_WITHIN_SAME_TREE -3853 2 1922 78 12586748 5 /openedx/staticfiles/vendor/jsme/license.txt
DUPTYPE_WITHIN_SAME_TREE -3853 3 1922 78 12721549 5 /openedx/staticfiles/studio/vendor/jsme/license.ac6d7b5ef11f.txt
DUPTYPE_FIRST_OCCURRENCE 12583 6 1923 78 12461193 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/src/MailtoLink/MailtoLink.stories.296d343b52d0.jsx
DUPTYPE_WITHIN_SAME_TREE -12583 6 1923 78 12461072 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/src/MailtoLink/MailtoLink.stories.296d343b52d0.jsx
DUPTYPE_WITHIN_SAME_TREE -12583 6 1923 78 12455940 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/src/MailtoLink/MailtoLink.stories.jsx
DUPTYPE_WITHIN_SAME_TREE -12583 6 1923 78 12456292 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/src/MailtoLink/MailtoLink.stories.jsx
DUPTYPE_FIRST_OCCURRENCE 913 1 1924 78 12463879 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/README.432d032bc89f.md
DUPTYPE_WITHIN_SAME_TREE -913 1 1924 78 12456159 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/README.md
DUPTYPE_FIRST_OCCURRENCE 3025 2 1924 78 12594629 5 /openedx/staticfiles/studio/templates/asset.2a6ad1a4088e.underscore
DUPTYPE_WITHIN_SAME_TREE -3025 2 1924 78 12590391 5 /openedx/staticfiles/studio/templates/asset.underscore
DUPTYPE_FIRST_OCCURRENCE 5885 3 1932 78 12594398 5 /openedx/staticfiles/studio/js/models/chapter.26e72c4f92ca.js
DUPTYPE_WITHIN_SAME_TREE -5885 3 1932 78 12590508 5 /openedx/staticfiles/studio/js/models/chapter.js
DUPTYPE_FIRST_OCCURRENCE 5165 3 1933 78 12462442 5 /openedx/staticfiles/learner_profile/js/views/badge_view.f8b144584f76.js
DUPTYPE_WITHIN_SAME_TREE -5165 3 1933 78 12454049 5 /openedx/staticfiles/learner_profile/js/views/badge_view.js
DUPTYPE_FIRST_OCCURRENCE 2021 2 1938 78 12463354 5 /openedx/staticfiles/js/instructor_dashboard/course_info.2ecf51149f4f.js
DUPTYPE_WITHIN_SAME_TREE -2021 2 1938 78 12455290 5 /openedx/staticfiles/js/instructor_dashboard/course_info.js
DUPTYPE_FIRST_OCCURRENCE 2207 2 1941 78 12462841 5 /openedx/staticfiles/js/vendor/jquery.cookie.3291194034b4.js
DUPTYPE_WITHIN_SAME_TREE -2207 2 1941 78 12452287 5 /openedx/staticfiles/js/vendor/jquery.cookie.js
DUPTYPE_WITHIN_SAME_TREE -2207 3 1941 78 12588732 5 /openedx/staticfiles/studio/js/vendor/jquery.cookie.js
DUPTYPE_WITHIN_SAME_TREE -2207 3 1941 78 12594232 5 /openedx/staticfiles/studio/js/vendor/jquery.cookie.3291194034b4.js
DUPTYPE_FIRST_OCCURRENCE 2845 2 1943 78 12594695 5 /openedx/staticfiles/studio/images/cms-editor_explanation.3396dcd391ba.svg
DUPTYPE_WITHIN_SAME_TREE -2845 2 1943 78 12590635 5 /openedx/staticfiles/studio/images/cms-editor_explanation.svg
DUPTYPE_FIRST_OCCURRENCE 4551 3 1944 78 12462692 5 /openedx/staticfiles/js/certificates/factories/certificate_allowlist_factory.fc806470c435.js
DUPTYPE_WITHIN_SAME_TREE -4551 3 1944 78 12455233 5 /openedx/staticfiles/js/certificates/factories/certificate_allowlist_factory.js
DUPTYPE_FIRST_OCCURRENCE 12603 6 1949 78 12461168 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/src/Pagination/Pagination.stories.8beb134c0780.jsx
DUPTYPE_WITHIN_SAME_TREE -12603 6 1949 78 12461047 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/src/Pagination/Pagination.stories.8beb134c0780.jsx
DUPTYPE_WITHIN_SAME_TREE -12603 6 1949 78 12456262 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/src/Pagination/Pagination.stories.jsx
DUPTYPE_WITHIN_SAME_TREE -12603 6 1949 78 12455910 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/src/Pagination/Pagination.stories.jsx
DUPTYPE_FIRST_OCCURRENCE 4653 3 1952 78 12462524 5 /openedx/staticfiles/js/edxnotes/views/tab_item.8530cf7f5440.js
DUPTYPE_WITHIN_SAME_TREE -4653 3 1952 78 12454906 5 /openedx/staticfiles/js/edxnotes/views/tab_item.js
DUPTYPE_FIRST_OCCURRENCE 12503 6 1955 78 12461152 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/src/Collapsible/README.5e9afad334bf.md
DUPTYPE_WITHIN_SAME_TREE -12503 6 1955 78 12456242 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/src/Collapsible/README.md
DUPTYPE_FIRST_OCCURRENCE 1219 1 1958 78 12593132 5 /openedx/staticfiles/proctoring/close-modal.869fd2a84535.png
DUPTYPE_WITHIN_SAME_TREE -1219 4 1958 78 12461921 5 /openedx/staticfiles/edx-proctoring/edx_proctoring/static/proctoring/close-modal.869fd2a84535.png
DUPTYPE_WITHIN_SAME_TREE -1219 4 1958 78 12455538 5 /openedx/staticfiles/edx-proctoring/edx_proctoring/static/proctoring/close-modal.png
DUPTYPE_WITHIN_SAME_TREE -1219 1 1958 78 12587654 5 /openedx/staticfiles/proctoring/close-modal.png
DUPTYPE_WITHIN_SAME_TREE -1219 2 1958 78 12594734 5 /openedx/staticfiles/studio/proctoring/close-modal.869fd2a84535.png
DUPTYPE_WITHIN_SAME_TREE -1219 2 1958 78 12590684 5 /openedx/staticfiles/studio/proctoring/close-modal.png
DUPTYPE_FIRST_OCCURRENCE 12821 6 1959 78 12460945 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/classes/Compat.f5a2c2cb0460.js
DUPTYPE_WITHIN_SAME_TREE -12821 7 1959 78 12593278 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/classes/Compat.f5a2c2cb0460.js
DUPTYPE_WITHIN_SAME_TREE -12821 6 1959 78 12452527 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/classes/Compat.js
DUPTYPE_WITHIN_SAME_TREE -12821 7 1959 78 12588972 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/classes/Compat.js
DUPTYPE_FIRST_OCCURRENCE 8147 4 1959 78 12462033 5 /openedx/staticfiles/studio-frontend/src/data/reducers/courseChecklist.00c53d566d3e.js
DUPTYPE_WITHIN_SAME_TREE -8147 4 1959 78 12455750 5 /openedx/staticfiles/studio-frontend/src/data/reducers/courseChecklist.js
DUPTYPE_FIRST_OCCURRENCE 4415 3 1962 78 12462187 5 /openedx/staticfiles/js/capa/drag_and_drop/base_image.49c5270ebd33.js
DUPTYPE_WITHIN_SAME_TREE -4415 4 1962 78 12593953 5 /openedx/staticfiles/studio/js/capa/drag_and_drop/base_image.49c5270ebd33.js
DUPTYPE_WITHIN_SAME_TREE -4415 4 1962 78 12589433 5 /openedx/staticfiles/studio/js/capa/drag_and_drop/base_image.js
DUPTYPE_WITHIN_SAME_TREE -4415 3 1962 78 12452990 5 /openedx/staticfiles/js/capa/drag_and_drop/base_image.js
DUPTYPE_FIRST_OCCURRENCE 3239 2 1965 78 12462965 5 /openedx/staticfiles/teams/templates/manage.8d40b83fb979.underscore
DUPTYPE_WITHIN_SAME_TREE -3239 2 1965 78 12453903 5 /openedx/staticfiles/teams/templates/manage.underscore
DUPTYPE_FIRST_OCCURRENCE 4609 3 1968 78 12462541 5 /openedx/staticfiles/js/edxnotes/collections/notes.8155d52f4341.js
DUPTYPE_WITHIN_SAME_TREE -4609 3 1968 78 12454931 5 /openedx/staticfiles/js/edxnotes/collections/notes.js
DUPTYPE_FIRST_OCCURRENCE 3177 2 1971 78 12594627 5 /openedx/staticfiles/studio/templates/verification-access-editor.478e728551a7.underscore
DUPTYPE_WITHIN_SAME_TREE -3177 2 1971 78 12590389 5 /openedx/staticfiles/studio/templates/verification-access-editor.underscore
DUPTYPE_FIRST_OCCURRENCE 6257 3 1971 78 12594373 5 /openedx/staticfiles/studio/templates/mock/mock-outline.fc8bdf45f095.underscore
DUPTYPE_WITHIN_SAME_TREE -6257 3 1971 78 12590464 5 /openedx/staticfiles/studio/templates/mock/mock-outline.underscore
DUPTYPE_FIRST_OCCURRENCE 2051 2 1976 78 12463365 5 /openedx/staticfiles/js/jwt_auth/AxiosCsrfTokenService.596caf6437a5.js
DUPTYPE_WITHIN_SAME_TREE -2051 2 1976 78 12455304 5 /openedx/staticfiles/js/jwt_auth/AxiosCsrfTokenService.js
DUPTYPE_FIRST_OCCURRENCE 6511 3 1977 78 12462464 5 /openedx/staticfiles/templates/instructor/instructor_dashboard_2/invalidate_registration_code_modal.829b69596a68.html
DUPTYPE_WITHIN_SAME_TREE -6511 3 1977 78 12454213 5 /openedx/staticfiles/templates/instructor/instructor_dashboard_2/invalidate_registration_code_modal.html
DUPTYPE_FIRST_OCCURRENCE 15057 7 1978 78 12460817 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/plugins/insertdatetime/plugin.min.9431b6d93d5b.js
DUPTYPE_WITHIN_SAME_TREE -15057 7 1978 78 12452521 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/plugins/insertdatetime/plugin.min.js
DUPTYPE_WITHIN_SAME_TREE -15057 8 1978 78 12593161 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/plugins/insertdatetime/plugin.min.9431b6d93d5b.js
DUPTYPE_WITHIN_SAME_TREE -15057 8 1978 78 12588966 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/plugins/insertdatetime/plugin.min.js
DUPTYPE_FIRST_OCCURRENCE 15079 7 1983 78 12460814 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/plugins/save/plugin.35d151690df5.js
DUPTYPE_WITHIN_SAME_TREE -15079 7 1983 78 12452517 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/plugins/save/plugin.js
DUPTYPE_WITHIN_SAME_TREE -15079 8 1983 78 12593158 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/plugins/save/plugin.35d151690df5.js
DUPTYPE_WITHIN_SAME_TREE -15079 8 1983 78 12588962 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/plugins/save/plugin.js
DUPTYPE_FIRST_OCCURRENCE 12177 5 1984 78 12588085 5 /openedx/staticfiles/xblock/resources/google_drive/public/css/google_edit.css
DUPTYPE_WITHIN_SAME_TREE -12177 6 1984 78 12720983 5 /openedx/staticfiles/studio/xblock/resources/google_drive/public/css/google_edit.ea616eea62bb.css
DUPTYPE_WITHIN_SAME_TREE -12177 6 1984 78 12715808 5 /openedx/staticfiles/studio/xblock/resources/google_drive/public/css/google_edit.css
DUPTYPE_WITHIN_SAME_TREE -12177 5 1984 78 12592124 5 /openedx/staticfiles/xblock/resources/google_drive/public/css/google_edit.ea616eea62bb.css
DUPTYPE_FIRST_OCCURRENCE 6131 3 1986 78 12721418 5 /openedx/staticfiles/studio/js/views/learning_info.c06b11df6b63.js
DUPTYPE_WITHIN_SAME_TREE -6131 3 1986 78 12714109 5 /openedx/staticfiles/studio/js/views/learning_info.js
DUPTYPE_FIRST_OCCURRENCE 3591 2 1987 78 12463263 5 /openedx/staticfiles/templates/navigation/navbar-not-authenticated.58c2c2a625d3.html
DUPTYPE_WITHIN_SAME_TREE -3591 2 1987 78 12454784 5 /openedx/staticfiles/templates/navigation/navbar-not-authenticated.html
DUPTYPE_FIRST_OCCURRENCE 12731 6 1989 78 12591241 5 /openedx/staticfiles/js/bower/sinon/lib/sinon/util/fake_timers.2c9b44b399fb.js
DUPTYPE_WITHIN_SAME_TREE -12731 7 1989 78 12720321 5 /openedx/staticfiles/studio/js/bower/sinon/lib/sinon/util/fake_timers.2c9b44b399fb.js
DUPTYPE_WITHIN_SAME_TREE -12731 10 1989 78 12590845 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/sinon/lib/sinon/util/fake_timers.2c9b44b399fb.js
DUPTYPE_WITHIN_SAME_TREE -12731 10 1989 78 12588444 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/sinon/lib/sinon/util/fake_timers.js
DUPTYPE_WITHIN_SAME_TREE -12731 7 1989 78 12714959 5 /openedx/staticfiles/studio/js/bower/sinon/lib/sinon/util/fake_timers.js
DUPTYPE_WITHIN_SAME_TREE -12731 11 1989 78 12720031 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/sinon/lib/sinon/util/fake_timers.2c9b44b399fb.js
DUPTYPE_WITHIN_SAME_TREE -12731 11 1989 78 12715643 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/sinon/lib/sinon/util/fake_timers.js
DUPTYPE_WITHIN_SAME_TREE -12731 6 1989 78 12587460 5 /openedx/staticfiles/js/bower/sinon/lib/sinon/util/fake_timers.js
DUPTYPE_FIRST_OCCURRENCE 4907 3 1994 78 12592583 5 /openedx/staticfiles/js/src/lms/oa_datefactory.f90728cfc795.js
DUPTYPE_WITHIN_SAME_TREE -4907 8 1994 78 12720239 5 /openedx/staticfiles/studio/xblock/resources/openassessment.xblock/static/js/src/lms/oa_datefactory.f90728cfc795.js
DUPTYPE_WITHIN_SAME_TREE -4907 4 1994 78 12714846 5 /openedx/staticfiles/studio/js/src/lms/oa_datefactory.js
DUPTYPE_WITHIN_SAME_TREE -4907 3 1994 78 12587348 5 /openedx/staticfiles/js/src/lms/oa_datefactory.js
DUPTYPE_WITHIN_SAME_TREE -4907 7 1994 78 12588161 5 /openedx/staticfiles/xblock/resources/openassessment.xblock/static/js/src/lms/oa_datefactory.js
DUPTYPE_WITHIN_SAME_TREE -4907 7 1994 78 12591132 5 /openedx/staticfiles/xblock/resources/openassessment.xblock/static/js/src/lms/oa_datefactory.f90728cfc795.js
DUPTYPE_WITHIN_SAME_TREE -4907 4 1994 78 12721304 5 /openedx/staticfiles/studio/js/src/lms/oa_datefactory.f90728cfc795.js
DUPTYPE_WITHIN_SAME_TREE -4907 8 1994 78 12715494 5 /openedx/staticfiles/studio/xblock/resources/openassessment.xblock/static/js/src/lms/oa_datefactory.js
DUPTYPE_FIRST_OCCURRENCE 6097 3 1995 78 12721371 5 /openedx/staticfiles/studio/js/views/course_highlights_enable.37de50954168.js
DUPTYPE_WITHIN_SAME_TREE -6097 3 1995 78 12714062 5 /openedx/staticfiles/studio/js/views/course_highlights_enable.js
DUPTYPE_FIRST_OCCURRENCE 9805 5 2002 78 12591536 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/css/adjustCSS.169433ca4be9.js
DUPTYPE_WITHIN_SAME_TREE -9805 5 2002 78 12585958 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/css/adjustCSS.js
DUPTYPE_FIRST_OCCURRENCE 2095 2 2005 78 12462872 5 /openedx/staticfiles/js/src/ReactRenderer.f472cdd6bbd4.jsx
DUPTYPE_WITHIN_SAME_TREE -2095 3 2005 78 12594263 5 /openedx/staticfiles/studio/js/src/ReactRenderer.f472cdd6bbd4.jsx
DUPTYPE_WITHIN_SAME_TREE -2095 3 2005 78 12589374 5 /openedx/staticfiles/studio/js/src/ReactRenderer.jsx
DUPTYPE_WITHIN_SAME_TREE -2095 2 2005 78 12452931 5 /openedx/staticfiles/js/src/ReactRenderer.jsx
DUPTYPE_FIRST_OCCURRENCE 6397 3 2005 78 12462415 5 /openedx/staticfiles/teams/js/collections/team.03fa7709e2dd.js
DUPTYPE_WITHIN_SAME_TREE -6397 3 2005 78 12453943 5 /openedx/staticfiles/teams/js/collections/team.js
DUPTYPE_FIRST_OCCURRENCE 3369 2 2005 78 12463183 5 /openedx/staticfiles/templates/courseware/proctored-exam-status.f99c331180c6.underscore
DUPTYPE_WITHIN_SAME_TREE -3369 2 2005 78 12454687 5 /openedx/staticfiles/templates/courseware/proctored-exam-status.underscore
DUPTYPE_FIRST_OCCURRENCE 8005 4 2006 78 12462002 5 /openedx/staticfiles/studio-frontend/src/components/AssetsSearch/AssetsSearch.test.536d0ceb7509.jsx
DUPTYPE_WITHIN_SAME_TREE -8005 4 2006 78 12455701 5 /openedx/staticfiles/studio-frontend/src/components/AssetsSearch/AssetsSearch.test.jsx
DUPTYPE_FIRST_OCCURRENCE 12265 5 2007 78 12592154 5 /openedx/staticfiles/xblock/resources/poll/public/handlebars/poll_studio.eeed6bedddb0.handlebars
DUPTYPE_WITHIN_SAME_TREE -12265 5 2007 78 12588198 5 /openedx/staticfiles/xblock/resources/poll/public/handlebars/poll_studio.handlebars
DUPTYPE_WITHIN_SAME_TREE -12265 6 2007 78 12721019 5 /openedx/staticfiles/studio/xblock/resources/poll/public/handlebars/poll_studio.eeed6bedddb0.handlebars
DUPTYPE_WITHIN_SAME_TREE -12265 6 2007 78 12715965 5 /openedx/staticfiles/studio/xblock/resources/poll/public/handlebars/poll_studio.handlebars
DUPTYPE_FIRST_OCCURRENCE 14778 6 2007 78 12591265 5 /openedx/staticfiles/xblock/resources/recommender/translations/pt_BR/LC_MESSAGES/text.68a7f06ec022.po
DUPTYPE_WITHIN_SAME_TREE -14778 7 2007 78 12720536 5 /openedx/staticfiles/studio/xblock/resources/recommender/translations/pt_BR/LC_MESSAGES/text.68a7f06ec022.po
DUPTYPE_WITHIN_SAME_TREE -14778 6 2007 78 12587730 5 /openedx/staticfiles/xblock/resources/recommender/translations/pt_BR/LC_MESSAGES/text.po
DUPTYPE_WITHIN_SAME_TREE -14778 7 2007 78 12716133 5 /openedx/staticfiles/studio/xblock/resources/recommender/translations/pt_BR/LC_MESSAGES/text.po
DUPTYPE_FIRST_OCCURRENCE 14766 6 2008 78 12591269 5 /openedx/staticfiles/xblock/resources/recommender/translations/he/LC_MESSAGES/text.642b4195561e.po
DUPTYPE_WITHIN_SAME_TREE -14766 7 2008 78 12716141 5 /openedx/staticfiles/studio/xblock/resources/recommender/translations/he/LC_MESSAGES/text.po
DUPTYPE_WITHIN_SAME_TREE -14766 7 2008 78 12720540 5 /openedx/staticfiles/studio/xblock/resources/recommender/translations/he/LC_MESSAGES/text.642b4195561e.po
DUPTYPE_WITHIN_SAME_TREE -14766 6 2008 78 12587738 5 /openedx/staticfiles/xblock/resources/recommender/translations/he/LC_MESSAGES/text.po
DUPTYPE_FIRST_OCCURRENCE 9749 5 2010 78 12591611 5 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/scss/utilities/_text.e538f2cf92b9.scss
DUPTYPE_WITHIN_SAME_TREE -9749 5 2010 78 12586118 5 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/scss/utilities/_text.scss
DUPTYPE_FIRST_OCCURRENCE 4909 3 2013 78 12592573 5 /openedx/staticfiles/js/src/lms/oa_file_upload.f6908630a76a.js
DUPTYPE_WITHIN_SAME_TREE -4909 4 2013 78 12721294 5 /openedx/staticfiles/studio/js/src/lms/oa_file_upload.f6908630a76a.js
DUPTYPE_WITHIN_SAME_TREE -4909 7 2013 78 12588151 5 /openedx/staticfiles/xblock/resources/openassessment.xblock/static/js/src/lms/oa_file_upload.js
DUPTYPE_WITHIN_SAME_TREE -4909 4 2013 78 12714836 5 /openedx/staticfiles/studio/js/src/lms/oa_file_upload.js
DUPTYPE_WITHIN_SAME_TREE -4909 7 2013 78 12591122 5 /openedx/staticfiles/xblock/resources/openassessment.xblock/static/js/src/lms/oa_file_upload.f6908630a76a.js
DUPTYPE_WITHIN_SAME_TREE -4909 8 2013 78 12715484 5 /openedx/staticfiles/studio/xblock/resources/openassessment.xblock/static/js/src/lms/oa_file_upload.js
DUPTYPE_WITHIN_SAME_TREE -4909 3 2013 78 12587338 5 /openedx/staticfiles/js/src/lms/oa_file_upload.js
DUPTYPE_WITHIN_SAME_TREE -4909 8 2013 78 12720229 5 /openedx/staticfiles/studio/xblock/resources/openassessment.xblock/static/js/src/lms/oa_file_upload.f6908630a76a.js
DUPTYPE_FIRST_OCCURRENCE 6795 4 2021 78 12461878 5 /openedx/staticfiles/common/js/components/views/feedback_prompt.464065017b30.js
DUPTYPE_WITHIN_SAME_TREE -6795 5 2021 78 12593828 5 /openedx/staticfiles/studio/common/js/components/views/feedback_prompt.464065017b30.js
DUPTYPE_WITHIN_SAME_TREE -6795 4 2021 78 12453596 5 /openedx/staticfiles/common/js/components/views/feedback_prompt.js
DUPTYPE_WITHIN_SAME_TREE -6795 5 2021 78 12590039 5 /openedx/staticfiles/studio/common/js/components/views/feedback_prompt.js
DUPTYPE_FIRST_OCCURRENCE 7065 4 2024 78 12461712 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/KSCpc-EUC-H.6beae596a780.bcmap
DUPTYPE_WITHIN_SAME_TREE -7065 4 2024 78 12453405 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/KSCpc-EUC-H.bcmap
DUPTYPE_WITHIN_SAME_TREE -7065 5 2024 78 12593662 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/KSCpc-EUC-H.6beae596a780.bcmap
DUPTYPE_WITHIN_SAME_TREE -7065 5 2024 78 12589848 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/KSCpc-EUC-H.bcmap
DUPTYPE_FIRST_OCCURRENCE 3485 2 2025 78 12463145 5 /openedx/staticfiles/templates/fields/field_dropdown.1a981860149f.underscore
DUPTYPE_WITHIN_SAME_TREE -3485 2 2025 78 12454606 5 /openedx/staticfiles/templates/fields/field_dropdown.underscore
